timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-05T09:42:16,Q1_qwen2.5:14b_GSM8K,b90c66e5-c614-4303-81a7-7e2b58c4e4c0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.717828100008774,0.0001797960437149,7.58062850261235e-06,13.3237095936,52.545997366697975,20.0,8.413374923644744e-05,0.00033335304446,0.0001261668438889,0.0005436536375854,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,3.636363636363636,44.22727272727273,38.150000000000006,12.09111161665483,N,1.0,0.0
2026-05-05T09:42:48,Q2_qwen2.5:14b_HellaSwag,a8c04e53-e8c6-4112-a3b1-72687dbfd7f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.180232999991858,5.081261591774479e-05,7.076736356299636e-06,13.371779552,46.04178167016501,20.0,2.47905349269794e-05,9.177479564198564e-05,3.70780027777073e-05,0.0001536433333466,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,50.8,38.4,12.163640594482422,N,1.0,0.0
2026-05-05T09:43:22,Q3_qwen2.5:14b_MMLU,c8f3e061-7f41-4884-9e78-8c2c9257f4bf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.92732299999625,6.355151085928219e-05,7.118764590382682e-06,13.5137318096,45.86817533242014,20.0,3.162616928644179e-05,0.0001137309243179,4.6805143888842495e-05,0.0001921622374932,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,9.528571428571428,46.57142857142857,38.4,12.161914825439451,N,1.0,0.0
2026-05-05T09:44:02,Q4_qwen2.5:14b_GSM8K,2bf648b2-3611-44c3-99df-12c773f8e35b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.576872699995874,0.0001075718923183,7.379627615078339e-06,13.18154568763077,48.29866025667077,20.0,5.153219944058075e-05,0.000195547934216,7.818759388885358e-05,0.0003252677275454,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,10.225,44.083333333333336,38.4,12.159289042154947,N,1.0,0.0
2026-05-05T09:44:43,Q5_qwen2.5:14b_MMLU,33855ee5-b3c0-4642-bc5d-596207648076,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.628020899996045,4.643386751637489e-05,7.005691173424423e-06,13.1062279232,45.66981628701307,20.0,2.230172162604288e-05,8.407006725597022e-05,3.4031417222205264e-05,0.0001404032061042,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,40.6,38.3,12.145816802978516,N,1.0,0.0
2026-05-05T09:45:19,Q6_qwen2.5:14b_MMLU,11d804d9-3ffb-47d0-8c7d-9a60f0df9d13,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10.298266299985698,7.685516158095473e-05,7.462922334904222e-06,13.1414609792,49.718576012366576,20.0,3.575870855756529e-05,0.000142209558212,5.4420540555535504e-05,0.0002323888073251,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,11.8375,37.875,38.4,12.1714129447937,N,1.0,0.0
2026-05-05T09:45:57,Q7_qwen2.5:14b_HellaSwag,1ea4a5d8-4c4e-4360-9f0b-d844d37a3b94,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.750551999997697,9.652989158845446e-05,7.570644124934504e-06,13.136128736000003,50.59023390240525,20.0,4.468831339960163e-05,0.0001791534766559,6.803797333333124e-05,0.0002918797633889,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,47.72727272727273,38.3,12.14628115567294,N,1.0,0.0
2026-05-05T09:46:35,Q8_qwen2.5:14b_SQuAD,37383ed3-4d15-4cac-bbe4-6d8c5d7d585d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.127917599995272,1.7154709357912157e-05,5.48438659571406e-06,13.2891627008,31.769374288066825,20.0,9.692568941724456e-06,2.7592244296048563e-05,1.4586295555555907e-05,5.187110879332893e-05,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,97.0,38.3,12.127777099609377,N,1.0,0.0
2026-05-05T09:46:56,Q9_qwen2.5:14b_MMLU,a17ba1f9-e2d0-4eae-9f57-ef6d3016fd4c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.479710899991915,4.3694426171072274e-05,6.743267847200837e-06,13.433011581440002,42.571789607058726,20.0,2.2302707112125507e-05,7.661200573400029e-05,3.3205178333284695e-05,0.0001321198911794,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,43.25,38.55,12.220545768737791,N,1.0,0.0
2026-05-05T09:47:29,Q10_qwen2.5:14b_HellaSwag,f2b19b52-fe03-43e1-85c6-8851478e8020,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.497072300000582,5.385859733987048e-05,7.183950638953596e-06,13.5406904,46.91476708551968,20.0,2.630934442001428e-05,9.76853559259694e-05,3.8858840555541165e-05,0.0001628535409015,0.0,Italy,ITA,lombardy,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900HX,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,9.1922,45.4722,31.70067596435547,machine,0.0,44.4,38.5,12.196178436279297,N,1.0,0.0
