run,domanda,task,modello,temp_pre,temp_post,cooldown_ok
1,1,GSM8K,llama3.2,37,42,in_attesa
1,1,GSM8K,llama3.1,42,47,in_attesa
1,1,GSM8K,gemma2:27b,43,57,in_attesa
1,2,HellaSwag,llama3.2,43,52,in_attesa
1,2,HellaSwag,llama3.1,43,48,in_attesa
1,2,HellaSwag,gemma2:27b,43,48,in_attesa
1,3,MMLU,llama3.2,43,48,in_attesa
1,3,MMLU,llama3.1,43,50,in_attesa
1,3,MMLU,gemma2:27b,43,51,in_attesa
1,4,GSM8K,llama3.2,43,46,in_attesa
1,4,GSM8K,llama3.1,43,47,in_attesa
1,4,GSM8K,gemma2:27b,43,51,in_attesa
1,5,MMLU,llama3.2,43,48,in_attesa
1,5,MMLU,llama3.1,43,48,in_attesa
1,5,MMLU,gemma2:27b,43,48,in_attesa
1,6,MMLU,llama3.2,42,45,in_attesa
1,6,MMLU,llama3.1,42,45,in_attesa
1,6,MMLU,gemma2:27b,42,51,in_attesa
1,7,HellaSwag,llama3.2,43,47,in_attesa
1,7,HellaSwag,llama3.1,43,46,in_attesa
1,7,HellaSwag,gemma2:27b,43,47,in_attesa
1,8,SQuAD,llama3.2,43,46,in_attesa
1,8,SQuAD,llama3.1,43,47,in_attesa
1,8,SQuAD,gemma2:27b,43,47,in_attesa
1,9,MMLU,llama3.2,43,46,in_attesa
1,9,MMLU,llama3.1,43,51,in_attesa
1,9,MMLU,gemma2:27b,43,48,in_attesa
1,10,HellaSwag,llama3.2,43,47,in_attesa
1,10,HellaSwag,llama3.1,43,48,in_attesa
1,10,HellaSwag,gemma2:27b,43,50,in_attesa
1,11,HumanEval,llama3.2,43,47,in_attesa
1,11,HumanEval,llama3.1,43,49,in_attesa
1,11,HumanEval,gemma2:27b,42,53,in_attesa
1,12,HumanEval,llama3.2,43,48,in_attesa
1,12,HumanEval,llama3.1,43,48,in_attesa
1,12,HumanEval,gemma2:27b,43,52,in_attesa
1,13,MMLU,llama3.2,43,47,in_attesa
1,13,MMLU,llama3.1,43,47,in_attesa
1,13,MMLU,gemma2:27b,43,50,in_attesa
1,14,SQuAD,llama3.2,43,45,in_attesa
1,14,SQuAD,llama3.1,43,46,in_attesa
1,14,SQuAD,gemma2:27b,43,47,in_attesa
1,15,HumanEval,llama3.2,43,49,in_attesa
1,15,HumanEval,llama3.1,42,50,in_attesa
1,15,HumanEval,gemma2:27b,43,53,in_attesa
1,16,MMLU,llama3.2,43,47,in_attesa
1,16,MMLU,llama3.1,43,47,in_attesa
1,16,MMLU,gemma2:27b,43,51,in_attesa
1,17,HellaSwag,llama3.2,43,52,in_attesa
1,17,HellaSwag,llama3.1,43,49,in_attesa
1,17,HellaSwag,gemma2:27b,43,51,in_attesa
1,18,GSM8K,llama3.2,43,47,in_attesa
1,18,GSM8K,llama3.1,43,49,in_attesa
1,18,GSM8K,gemma2:27b,43,54,in_attesa
1,19,SQuAD,llama3.2,43,45,in_attesa
1,19,SQuAD,llama3.1,43,46,in_attesa
1,19,SQuAD,gemma2:27b,42,48,in_attesa
1,20,SQuAD,llama3.2,43,46,in_attesa
1,20,SQuAD,llama3.1,42,45,in_attesa
1,20,SQuAD,gemma2:27b,43,47,in_attesa
1,21,HumanEval,llama3.2,43,48,in_attesa
1,21,HumanEval,llama3.1,43,49,in_attesa
1,21,HumanEval,gemma2:27b,42,54,in_attesa
1,22,HellaSwag,llama3.2,43,47,in_attesa
1,22,HellaSwag,llama3.1,43,48,in_attesa
1,22,HellaSwag,gemma2:27b,43,51,in_attesa
1,23,SQuAD,llama3.2,43,46,in_attesa
1,23,SQuAD,llama3.1,43,47,in_attesa
1,23,SQuAD,gemma2:27b,43,49,in_attesa
1,24,HellaSwag,llama3.2,43,47,in_attesa
1,24,HellaSwag,llama3.1,43,47,in_attesa
1,24,HellaSwag,gemma2:27b,43,47,in_attesa
1,25,MMLU,llama3.2,43,46,in_attesa
1,25,MMLU,llama3.1,43,47,in_attesa
1,25,MMLU,gemma2:27b,43,50,in_attesa
1,26,HumanEval,llama3.2,43,49,in_attesa
1,26,HumanEval,llama3.1,43,50,in_attesa
1,26,HumanEval,gemma2:27b,42,53,in_attesa
1,27,SQuAD,llama3.2,43,46,in_attesa
1,27,SQuAD,llama3.1,43,46,in_attesa
1,27,SQuAD,gemma2:27b,43,47,in_attesa
1,28,SQuAD,llama3.2,43,46,in_attesa
1,28,SQuAD,llama3.1,43,48,in_attesa
1,28,SQuAD,gemma2:27b,43,47,in_attesa
1,29,SQuAD,llama3.2,43,46,in_attesa
1,29,SQuAD,llama3.1,43,47,in_attesa
1,29,SQuAD,gemma2:27b,43,48,in_attesa
1,30,SQuAD,llama3.2,43,45,in_attesa
1,30,SQuAD,llama3.1,43,47,in_attesa
1,30,SQuAD,gemma2:27b,43,48,in_attesa
1,31,GSM8K,llama3.2,43,47,in_attesa
1,31,GSM8K,llama3.1,43,47,in_attesa
1,31,GSM8K,gemma2:27b,42,52,in_attesa
1,32,GSM8K,llama3.2,43,47,in_attesa
1,32,GSM8K,llama3.1,43,48,in_attesa
1,32,GSM8K,gemma2:27b,43,51,in_attesa
1,33,SQuAD,llama3.2,43,46,in_attesa
1,33,SQuAD,llama3.1,43,47,in_attesa
1,33,SQuAD,gemma2:27b,43,48,in_attesa
1,34,MMLU,llama3.2,43,46,in_attesa
1,34,MMLU,llama3.1,43,47,in_attesa
1,34,MMLU,gemma2:27b,42,47,in_attesa
1,35,SQuAD,llama3.2,42,44,in_attesa
1,35,SQuAD,llama3.1,43,46,in_attesa
1,35,SQuAD,gemma2:27b,43,47,in_attesa
1,36,MMLU,llama3.2,43,47,in_attesa
1,36,MMLU,llama3.1,43,49,in_attesa
1,36,MMLU,gemma2:27b,42,51,in_attesa
1,37,HumanEval,llama3.2,43,49,in_attesa
1,37,HumanEval,llama3.1,43,48,in_attesa
1,37,HumanEval,gemma2:27b,43,53,in_attesa
