run,domanda,task,modello,temp_pre,temp_post,cooldown_ok
1,1,GSM8K,qwen2.5:14b,38,51,in_attesa
1,2,HellaSwag,qwen2.5:14b,45,51,in_attesa
1,3,MMLU,qwen2.5:14b,44,50,in_attesa
1,4,GSM8K,qwen2.5:14b,44,53,in_attesa
1,5,MMLU,qwen2.5:14b,45,49,in_attesa
1,6,MMLU,qwen2.5:14b,44,51,in_attesa
1,7,HellaSwag,qwen2.5:14b,45,52,in_attesa
1,8,SQuAD,qwen2.5:14b,45,47,in_attesa
1,9,MMLU,qwen2.5:14b,45,49,in_attesa
1,10,HellaSwag,qwen2.5:14b,44,49,in_attesa
1,11,HumanEval,qwen2.5:14b,44,58,in_attesa
1,12,HumanEval,qwen2.5:14b,45,56,in_attesa
1,13,MMLU,qwen2.5:14b,45,50,in_attesa
1,14,SQuAD,qwen2.5:14b,45,54,in_attesa
1,15,HumanEval,qwen2.5:14b,45,59,in_attesa
1,16,MMLU,qwen2.5:14b,44,59,in_attesa
1,17,HellaSwag,qwen2.5:14b,45,50,in_attesa
1,18,GSM8K,qwen2.5:14b,45,57,in_attesa
1,19,SQuAD,qwen2.5:14b,45,49,in_attesa
1,20,SQuAD,qwen2.5:14b,45,49,in_attesa
1,21,HumanEval,qwen2.5:14b,45,60,in_attesa
1,22,HellaSwag,qwen2.5:14b,45,49,in_attesa
1,23,SQuAD,qwen2.5:14b,45,50,in_attesa
1,24,HellaSwag,qwen2.5:14b,45,50,in_attesa
1,25,MMLU,qwen2.5:14b,45,50,in_attesa
1,26,HumanEval,qwen2.5:14b,45,56,in_attesa
1,27,SQuAD,qwen2.5:14b,45,48,in_attesa
1,28,SQuAD,qwen2.5:14b,45,48,in_attesa
1,29,SQuAD,qwen2.5:14b,45,50,in_attesa
1,30,SQuAD,qwen2.5:14b,45,48,in_attesa
1,31,GSM8K,qwen2.5:14b,45,55,in_attesa
1,32,GSM8K,qwen2.5:14b,45,51,in_attesa
1,33,SQuAD,qwen2.5:14b,45,49,in_attesa
1,34,MMLU,qwen2.5:14b,44,50,in_attesa
1,35,SQuAD,qwen2.5:14b,44,47,in_attesa
1,36,MMLU,qwen2.5:14b,44,53,in_attesa
1,37,HumanEval,qwen2.5:14b,44,57,in_attesa
1,38,MMLU,qwen2.5:14b,45,54,in_attesa
1,39,SQuAD,qwen2.5:14b,45,51,in_attesa
1,40,GSM8K,qwen2.5:14b,45,55,in_attesa
1,41,HellaSwag,qwen2.5:14b,45,52,in_attesa
1,42,SQuAD,qwen2.5:14b,45,47,in_attesa
1,43,GSM8K,qwen2.5:14b,45,52,in_attesa
1,44,GSM8K,qwen2.5:14b,44,57,in_attesa
1,45,HellaSwag,qwen2.5:14b,45,52,in_attesa
1,46,GSM8K,qwen2.5:14b,45,59,in_attesa
1,47,GSM8K,qwen2.5:14b,45,57,in_attesa
1,48,HellaSwag,qwen2.5:14b,45,56,in_attesa
1,49,GSM8K,qwen2.5:14b,45,57,in_attesa
1,50,GSM8K,qwen2.5:14b,45,62,in_attesa
1,51,MMLU,qwen2.5:14b,44,55,in_attesa
1,52,MMLU,qwen2.5:14b,45,57,in_attesa
1,53,HumanEval,qwen2.5:14b,45,56,in_attesa
1,54,HellaSwag,qwen2.5:14b,45,50,in_attesa
1,55,MMLU,qwen2.5:14b,45,50,in_attesa
1,56,GSM8K,qwen2.5:14b,45,52,in_attesa
1,57,SQuAD,qwen2.5:14b,45,47,in_attesa
1,58,GSM8K,qwen2.5:14b,45,53,in_attesa
1,59,GSM8K,qwen2.5:14b,45,52,in_attesa
1,60,HellaSwag,qwen2.5:14b,44,51,in_attesa
1,61,GSM8K,qwen2.5:14b,45,53,in_attesa
1,62,HellaSwag,qwen2.5:14b,45,52,in_attesa
1,63,MMLU,qwen2.5:14b,45,50,in_attesa
1,64,GSM8K,qwen2.5:14b,45,56,in_attesa
1,65,MMLU,qwen2.5:14b,45,50,in_attesa
1,66,MMLU,qwen2.5:14b,45,57,in_attesa
1,67,HellaSwag,qwen2.5:14b,45,53,in_attesa
1,68,GSM8K,qwen2.5:14b,45,58,in_attesa
1,69,HellaSwag,qwen2.5:14b,45,52,in_attesa
1,70,HumanEval,qwen2.5:14b,45,59,in_attesa
1,71,MMLU,qwen2.5:14b,45,51,in_attesa
1,72,HumanEval,qwen2.5:14b,45,60,in_attesa
1,73,SQuAD,qwen2.5:14b,45,49,in_attesa
1,74,HellaSwag,qwen2.5:14b,45,51,in_attesa
1,75,HumanEval,qwen2.5:14b,44,59,in_attesa
1,76,HumanEval,qwen2.5:14b,45,59,in_attesa
1,77,GSM8K,qwen2.5:14b,45,60,in_attesa
1,78,HellaSwag,qwen2.5:14b,45,50,in_attesa
1,79,SQuAD,qwen2.5:14b,45,48,in_attesa
1,80,GSM8K,qwen2.5:14b,45,60,in_attesa
1,81,MMLU,qwen2.5:14b,45,49,in_attesa
1,82,MMLU,qwen2.5:14b,44,49,in_attesa
1,83,HumanEval,qwen2.5:14b,45,54,in_attesa
1,84,SQuAD,qwen2.5:14b,44,47,in_attesa
1,85,HellaSwag,qwen2.5:14b,45,50,in_attesa
1,86,HumanEval,qwen2.5:14b,45,55,in_attesa
1,87,HellaSwag,qwen2.5:14b,45,50,in_attesa
1,88,MMLU,qwen2.5:14b,45,53,in_attesa
1,89,HumanEval,qwen2.5:14b,44,57,in_attesa
1,90,MMLU,qwen2.5:14b,45,49,in_attesa
